text_akhir,polarity,label_ml
hubung jaring stabil jaring lancar lancar suruh hubung besok gitu mampus,positive,positive
pakai mikir deh manfaat promonya doang transfer ribet bngt free pilih dana sea bank recommend bca weh giring opini,positive,positive
blu mudah aman cepat transaksi apa terimakasih blu,positive,positive
banyak fiturnya fitur bayar listrik pulsa data lengkap,negative,negative
emg syarat khusus buka rekening blu video call customer service bilang penuh syarat aneh,negative,negative
apk lelet ambil uang pending apaapaan kembali uang,negative,negative
aplikasi lelet responsif kebanyakn loading pakai developer amatir aplikasi tertawa,negative,negative
nautkan bayar grab blu kode otp otentikasi masuk masuk habis masuk cepat kasih tanggapanin hasil ubah nilai,negative,negative
suka pakai blu update blu suka mental takut simpan uang masuk deh mental mesti kali kali login coba uninstall download pas masuk mental outo pindahin uang ngeri ngeri sedap,negative,negative
aplikasi berat ui berat tolong ringan,negative,negative
bintang maklum pas registrasi vc banget debit card,positive,positive
lumayan transaksi,positive,positive
aplikasi bagus mudah atur rupiah ayo donloat apk cesbek masuk kode dedeitzsh lupa langsung top buak dapetin bonus,positive,positive
aplikasi udh lelet maintenance jam sore jam malam kelar aplikasi kacau,negative,negative
aplikasi loading banget transaksi ngecek transaksi satset bikin kesel kalah bank digital lambat berfikir gin,negative,negative
aplikasi keren blu bca ada kartu atm rekan rekan tawar menayakan komunitas orang,negative,negative
transfer topup tarik tunai transaksi hapus apk trus download,positive,positive
kali kecewa setor tunai akun blokir aneh coba login ulang gabisa isi saldo mohon bantu cepat,negative,negative
berat apk sering mobile bank digital lainyabug yatlg pering apknya biar gaklemot,negative,positive
kapokkk pakai blu bca digital transfer rekening bca saldo masuk ulang x lapor transaksi hasil saldo masuk bca gin transfer bank deh tutup rekening blu bca digital banking bca wis kapok tenan pakai blu deh komplen via email balas masak telepon call center telepon call center buang pulsa,negative,negative
hallo blu sambung putus atas kali,negative,negative
aplikasi teman buka rekening mudah ribet,negative,negative
aplikasi perban cacat cs telpon email balas gmna maju layan hubung,negative,negative
loadingnya parah banget aneh transfer bca biaya adm bank tolong baik please,negative,negative
kecewa blu bca transaksi transfer rek bca masuk saldo potong,positive,positive
alhamdulillah event promo blu refferall udh habiss terimakasih keluarga blu bca digital moga depan event bantu pasu masa pandemi terimakasih,positive,positive
daftar mudah tonjol aplikasi narik tunai atm bca kartu biaya admin,neutral,neutral
sat set sat set cepat daftar simple pakai transaksi beli game xbox server negara,positive,positive
aplikasinga sangt guna bantu mudah top apilkasi,positive,positive
daftar poto e ktp bingkai siap sulit ngepas ktp ber ulang pas bingkai,positive,negative
aplikasi aneh pakaisusah ngatur pin salah kendalamasa kendala terus,negative,negative
guna mudah promo sukses tim blu bca digital,positive,positive
buka rekening blu pas sesi vidcall melulu kali kali cek jaring bagus,negative,positive
guna mudah,positive,positive
bantu minim biaya bank improvement load performance aplikasi terima kasih,negative,negative
pakai blu aman pas login aplikasi error kesal pepet,negative,negative
bank rekomen verifikasi ktp lngkap ganti hp kirim photo ktp selfie ngak logikasatu bintang ngak layak,positive,positive
daftar tahap kirim kode otp gagal jaring stabil,negative,negative
aplikasi muter udh update uninstal instal muterrrr ajaaaaa ubah,negative,negative
tolong blu tranfer cimb niaga saldo masuk transaksi udh hasil apk buruk,positive,positive
kartu debit ewallet dana shopee pay moga tingkat fitur tarik jenius kartu debit tarik tunai transfer bank,positive,positive
apk bagus jalan apk ceapt biar sat set tunggu,negative,negative
gilir vc denger suara lagu sinyal bagus ulang,negative,negative
daftar bayar ribu ribu isi saldo bukansaya keuntunganya daftar disiniklau mnguntungkan bayartlong jlaskansekrg hapus unistal,negative,negative
aplikasi oke banget tabung rencana banget nabung sesuai tuju,positive,positive
aplikasi bank digital payah transaksi vermuk vermuk gagal kaya orang gila hp,negative,negative
topup ovo cash tanggal masuk terang putus koneksi bagus coba top putus saldo potong tolong blu bca baik kembali dana potong,negative,negative
bunya rekening bca download bca digital bingung deposit nabung,neutral,neutral
lambat benersemoga cepat baik,positive,positive
mudah top setor tunai atm bca potong biayatapi lemah transfer bca kena biaya admin rp,positive,positive
kecewa buka rekening nama kota ktp beda kakak urus e ktp susah ampun,negative,negative
aduh gusti emosi aplikasi ajak kerjasama super lelet bikin panik saat butuh bayar sibuk melulu,negative,negative
internet lancar aplikasi lelet loading muncul gambar promo login satset contoh gpay,negative,negative
x antre aplikasi antri nyedot kuota,negative,negative
enakk banget free biaya adm topup ewallet transfer bank saving grouping moga fisik kartu blu thank,positive,positive
suka fitur blu saving auto debet akun utama blugether patungan banget,positive,positive
mhon blu bca baik apk transfer masuk rekpenerima saldo,positive,positive
ribet screen lock pkai bank digital praktis ribet screen lock coba ilangin pasword apk kuat,negative,negative
bebas biaya kirimudah centang bonus x bilang saldo cukupgiliran centang kirimkepotong saldo,negative,negative
bantu transaksi guna fiturnya mudah paten terima kasih blu,positive,positive
cakep cakep kartu atm qr kadang kendala susah sinyal seluler,positive,negative
aplikasi gabisa daftar gagal pas vermuk bner,negative,negative
error milih tanggal pilih menu geser moga cepat baik,negative,negative
aplikasi manfaat mudah transaksi perlj repotrepot pergi top,positive,positive
blu transaksi tanggal tanggal masuk telpon cs tunggu tanggal sungguh tanggal masuk masuk,negative,negative
pemberitahuan scan qris tanggal desember pemberitahuan eventnya hilang,negative,negative
tlg ringan min apk berat tlg donk banyakin bonus cashback transfer gratis,positive,positive
aplikasi jelek kelas pakai ovodana transfer gratis blu transfer serba bayar aplikasi error,negative,negative
dar masuk bank digital bank online internasional ambil contoh bank jenius bank jago kartu debit visa kode cvvcvc beli digital mancanegara layan netflix steam lain bank digital simpan saldo tara ewallet ovo gopay moga blu depan kartu debit visa online pakai mancanegara jenius jago,negative,negative
bagus input pin transaksi responnya delay moga baik diupdate,positive,positive
reward free transfer bank sayang transaksi flip payment pakai blu,positive,positive
suka transaksi contoh hubung akun paypal blu sedia,positive,positive
blu deh bca bayar kemarin transfer online gratis bayar menu virtual account akses,positive,negative
suka aplikasi blu bca digital gampang amanterima kasih aplikasi blu,negative,negative
pakai lancar lelet suka banget pakai blu tolong baik,positive,positive
kak gmn deh daftar blueudah diacctapi sandi kebloktrus atur sandi deh bisasekarang bisasolusinya gmn,negative,negative
tampil aplikasi bangus mudah moga blu promonya,negative,negative
aplikasi bagus mudah cocok anak muda mau serba gampang ribet,negative,negative
aplikasi lelet bnget sukadan aju kartu fisik ko kenain biaya,negative,negative
habis update aplikasi buka kak tulis koneksi terpitus gitu trus,negative,negative
gagal kenal wajah siang malam terang gelap tetep gagal pakai kacamata gapake topi gapake hem pakai topeng tetep gagal aplikasi update donlot playstor teman tetep gagal nasabah ko repot,negative,negative
kasih bintang verifikasi email susah verifikasi habis kode otp kirim email,negative,negative
update aplikasi login akun muter muter registerasi kaya daftar,negative,negative
aplikasi mantap banget gampang dipahamin menu aplikasi manfaat banget pokok,positive,positive
aplikasi bank digital lelet sejarah banyak animasi lelet banget kaya keong,negative,negative
transaksi nyaman blu moga depan mudah topup fleksibel biaya admin hemat kantong,positive,positive
transaksi pembelianpembayaran lengkap induk bca mobile beli listrik pln prabayar mudahmudahan lengkap fiturnya,positive,positive
buka apk jaring putus pakai wifi platform kecewa,positive,positive
rekening mudah fitur limpah wahhh bluu mantap moga fitur mudah,positive,positive
blu bca rdn bca,neutral,neutral
verifikasi nomor telepon susah ampun kode dikirimkirim kode otp milik pulsa nomor kartu sungguh app buruk,negative,negative
aplikasi mudah fiturfitur mudah paham bantu nasabah tabung transaksi,positive,positive
tolong aplikasi baik lagikadang tarik tunai aplikasi masalah,negative,negative
maaf solusi blu buka update pas update mala terima kasih,positive,positive
good koreksi bantu informasi maintanance selesai info,negative,positive
transfer rekening lainketerangan hasil uang masuk rekening tujuannamun saldo blu terpotongmohon tunjuk,positive,positive
biaya admin bca blu niat mindahin nabung,neutral,neutral
apk bagus lelet skali pdhal spek hp sudh ram bnyak tlong tingkat,negative,negative
knapa pakai screen lock screen lock akrifkan ttp suruh aktifin screen lock suka pakai screen lock bikin ribet,negative,negative
butuh organisir uang berkat blu,negative,negative
login hp login hp susah login daftar menu rekening,negative,negative
terima kasih developer bantu masalah selesai tementemen coba download halo bca cs bantu jam,negative,negative
far good aplikasi lelet bintang tunggu pakai kasoh bintang,neutral,neutral
jelek banget ngebug melulu,negative,negative
best sampean deh bikin rek secepet cs fast respon interface nyaman terima kasih blu bca,positive,positive
haloo mileniall ayoo bluu transaksi mudahh daftar cepat aman jaminn ayoo sob buru download lupa masuk kode referalnya aseppazrd,negative,negative
daftar tinggal bikin pin pas buka aplikasi suruh daftar tolong bantu,negative,negative
mantab mudah smart senang pokok tingkat layan blu,positive,positive
ribet isi data tanya baca apk jelas daftar ojk lps paksa uninstal,negative,negative
baru lelet error transfer,negative,negative
blu bayar digital bentuk apa bidang online ecommerce mudah lancar,positive,positive
neng gbaung dg bca digitalpas banget deh,positive,positive
potensial jenis bayar kumplit blu bca mantap,positive,positive
terima undang gmail blu extra cash diclick,positive,positive
instal bank bca aplikasi lelet parah buka menu lelet tolong baik,negative,negative
malam coba daftar pas foto selfi gagal pas masuk seri gagal,negative,negative
tolong date blu barcode,positive,neutral
assalamualaikum admin perifikasi hp,positive,positive
kayak pakai blu trf fitur bifast mbanking bca saldo gantung blu hasil potong mbanking saldo masuk cek mutasi jam ubah saldo gantung,negative,negative
bagus kurang isi kartu tol pakai nfc moga depan komplit,negative,negative
pakai gampang transaksi cepat cashback nyanyaman deh pakai blu terimakasih blu,positive,positive
aplikasi bagus qris ganggu transaksi tanggal april moga depan stabil,negative,negative
transfer bca online gratis ngomongnya bca digital pakai bi fast uninstall gin,positive,positive
blu alhamdulillah jalan lancar aman sukses blu depan atm,positive,positive
bagus aplikasi trf kena biaya,negative,negative
tolong benerin jaring bank online buka blu bca muter melulu sampek bikin antri keburuburu,positive,positive
mantap mudah cashback gratis transfer moga depan aman terima kasih blu,positive,positive
verifikasi tinggal videocall connectpadahal sinyal bagussemoga baik,neutral,neutral
fitut lengkap transfer terima hitung menittapi coba kartu debit fisik keren pasti,positive,positive
aplikasi manfaat tampil bagus mudah transaksi praktis dam aman,positive,positive
blu lelet banget tolong baik masuk trf susah banget update,negative,negative
pakai simple bca mobile transaksi va tokopedia,positive,positive
tolong min apk nge bug masuk kode otpdisuruh periksa telpon telpon aktif,negative,negative
capek banget lupa pin pakai wajah gitu ainya ngenalin wajah emang nomor telepon email,negative,negative
ko transaksi bca app blu gimn,positive,positive
salah guna blu akantetapi kecewa iklan edar info bebas biaya transfer tapu kenyataanya biaya kalah seabank free biaya transfer bank mana,negative,negative
transaksi transfer onlineqrbayar onlineselalu gagal mulutidak kaya lancar,positive,positive
aplikasi lelet smooth dev tolong baik aplikasi biar berat,negative,negative
kecewa daftar sesi videocall putus melulu jaring normal,negative,negative
bintang top gagal urgent gabakal pakai blu terima kasih,neutral,neutral
wow aplikasi recommended banget buka akun gampang weekend good banget,positive,positive
isi saldo pakai transaksi solusi edit tanggap solusi terima kasih solusi manfaat clear,positive,positive
blu keren mudah urus transfer mudah bebas biaya blu bca digital okee,positive,positive
suka bca blu benar bantu potong biaya admin bulan,negative,negative
tolong apus data tunggu jam tunggu panggil antri tunggu jam bca mobile,negative,negative
gillaaa vermuk susah bngett awlnya hp sayaa pas coba vermuk gojek dana bank neo mamdiri ovo lancar ajaa tau aplikasi blu bca optimall vermuk,negative,negative
tolong tingkat cepat jaringanya transaksi qris sllu kendala jaring,positive,positive
minus ringan aplikasi berat masuk lebih oke,negative,negative
ui bagus lag jalan aplikasi,negative,negative
bagus tapiaplikasinya lemotmaaf tolong baik bagus nyamanitu,negative,negative
kenal wajah susah cahaya posisi,negative,negative
tolong baik kak apk bagus suka berat lelet,positive,positive
terima kasih banget blu bikin apk keren ngebantu banget uang sumpah bahagia banget pakai blu,positive,positive
tutup rekening ribet,negative,negative
aplikasi bantu urus transaksi mudah nyaman,positive,positive
mantapmenu apptampilan layan oke banget,positive,positive
fitur mudah save tabung bunga bank tim upgred fiturnya jgan bikin sulit biar mudah makeknya,positive,positive
ragu pakai blu layan mudah reward bebas biaya admin khusus guna bca,negative,negative
aplikasi ringan resposif klik klik ber ulang ulang bintang nnti dh fresh full bintang,negative,negative
bagus admin setor tunai via mesin atm bca gitu bank blu bca admin setor tunai pakai mesin atm sukup muas,positive,positive
oky bikin saldo aman sulit ambil uang bikin ribet gampang boros,negative,negative
cepat gapernah trouble,negative,neutral
apk lelet sinyal kuat tolong baik apk jelek,negative,negative
bagus banget mudah trx produk bca bagus gapernah kecewa suka,positive,neutral
verifikasi semuabahkan cek via kakak data hasil foto npwp digital baru letak heran gi npwp ktp brmasalah,neutral,neutral
blu sering update dadak luar transaksi update makan,positive,positive
tolong sulit langkah susah vc antri gilir diikit mental blom mengunakan blubca tolong bantu selesai tahap vc,neutral,negative
sukses blu,positive,positive
opsi mati fitur scan wajah sungguh repot gagal tunggu menit parah buruk,negative,negative
susah daftar data sesuai video call terima gilir daftar ulang sesuai tingkat sistem,negative,negative
keren blubca,neutral,neutral
kak transfer transaksi gagal coba login akun hp sepupu trus coba login ulang transfer ulang hp kak,positive,negative
blu ganggu takut banget lelet parah tolong baik sistem,negative,negative
tampil utama tampil besar suku bunga dapat bunga aplikasi bank digital,negative,negative
mantap si aplikasi verifikasi mantap gercep aplikasi mantul,positive,positive
qrisnya scan gabisa nampilin qris scan store mohon baik,positive,positive
aplikasi keren bangeett anak millenials jaman aplikasi helpful gin kelola finansial soo cool blu,negative,negative
sulit transfer bca koneksi putus loadingnya banget ujung failed yak,negative,negative
aplikasi transaksi mudah aktivasinya engga bank langsung hp langsung aktif e ktp,positive,positive
daftar langkah videocall banget tunggu telemarketing org doang biar tunggu bca gin kualitas,positive,negative
ko input password salah kali reset capture tetep salah blokir,negative,negative
tolong bca digital aplikasi baharu transaksi mohon baik,positive,positive
blu mudah bertansaksi jadilebih mudah download downlowad apikasi blu,positive,positive
opsi atur screen lock hp user bebas atur hpnya,negative,negative
informasi cs bank gratis biaya transfer bang selamanyaeh udh isi dana transfer kena biaya normal mbanking,positive,positive
tolong hapus data daftar bnyak sms pinjam lain tolong hapus data nama iko mulyono terima kasih,negative,negative
simpel praktis pakai blu bca suka blu bca transaksi praktis nyaman terima kasih blu bca sukses,positive,positive
ampun deh apps trf bca sulit banget error melulu alih deh,negative,negative
isi saldo langsung error gmn tolong donk koneksi baik,negative,negative
kemarin vc tunggu sebentarbya data proses gtu melulu kpan selesai sihh padhl era digital loo udh canggih parah si blu enak buang buang kuota hedeee,negative,negative
coba tambah bayar virtual account ecommerce isi saldo bayar virtual terima kasih,positive,positive
senang mudah produk bca moga aman,positive,positive
tunggu fitur setor tunai kalu limit tarik tunai tambahin jt gitu jt edit terimakasih fitur setor tunai kartu,positive,positive
mudah simple guna proses buat akun mudah,positive,positive
saldo ko kosong yah cs bilang tuh rekining cantik bilang saldo ae saldonye yah,negative,negative
susah selesai buka rekening kali kali terhub dg cs praktis,negative,negative
kecewasaya daftar nasabah bca terang tolak sistemaneh,negative,negative
alhamdulillah ketemu aplikasi blu bca ngebantu banget transaksi mudah,positive,positive
kereeennn tambahin fitur fiturnya banyak kerjasama bagus banget pokok,positive,positive
promo grab coba evaluasi pas laku udh promo grabnya hilang mancing orang pakai aplikasi blu,positive,positive
aplikasi bagus tlong bi ya adminnya jang n mahal,negative,negative
apk lelet bnyj susah transaksi error pas genting recomnded bngt deh,negative,negative
bagus banget sayang barcode transfer susah orang tranfer ribet masuk norekening,negative,negative
blu autodebit rek bca blu gitu biar enak nabungnya bintang,negative,negative
bantu saran proses transfer pakai fingerprint hpnya support ferivikasi wajah,positive,negative
ternyaya lebih hmmmm gratis biaya admin bulan gratis biaya gratis biaya transfer rekening bca batas gratis biaya transfer bank kali transaksi gratis top gopay ovo kali transaksi minimal saldo setor saldo tarik rp rupiah,positive,positive
layan ramahtapi tolong sedia kartu atm nyasupaya aman gabisa akses mbanking internetsuka banget cocok ajar npwp,positive,positive
transfer saldo saldo masuk si terima pdahal saldo rekening potong tolong bantu kasi bintang,neutral,neutral
bantu,negative,negative
promo nonton cgv cashback nonton film cgv transakasi blu promosi pakai promo ada adakan nyesel pakai blu,positive,positive
coba buka rekening eh lancar buka rekening mudah banget menit gantung sinyal operator,positive,positive
aplikasi parah login transfer uang tahan urgen butuh uang,negative,negative
baik login muter masuk masuk transfer mah lancar buka transfer muter,negative,negative
susah banget masukgmn pakai maauknyaris kecewa sayacoba tunggu masuktlg donk baik bos,positive,negative
eh gratis pilih tipe transaksi tulis biaya transfer ambigu,positive,positive
repot banget yaallah potong csnya langsung tutup cakap takut lupa dialog mas ngapal kali calon nasabah gadikasi bicara,negative,negative
semogaaa cita wujud pakai blusaving nabung uang alokasi khusus ken bantu orang tua haji lumayan banget transfer bca gratis transfer,positive,positive
verifikasi email susah email verifikasi lambat kode otp kirim expire,negative,neutral
mantap puas pakai blu percaya bca bca bank digital langsung tahan tingkat blu,positive,positive
blubca ngadain promo layan lambat banget csy judes maju layan kaya gin blubca ngrekrut cs si kg profesioan banget kecewa trus promo kaya promo ganggu hadeh adain promo kembang pantes ratingnya pelayanane kerja bca malumaluin bca,positive,positive
salah bikin suka aplikasi blu bca digital fitur blurewards manfaat nasabah bebas transfer bank top emoney,positive,positive
aplikasi guna bantu anak muda banget ngelakuin mudahh,negative,negative
bi fast error terang bank daftar dlm layan bi fast pdhl jelek banget app,negative,negative
benci banget setor tunai error nyoba beda,negative,negative
apk bagus cetak atm rek blupasti mantap takut pas kuota internet hbisgak narik cuan dech mantap bca,positive,positive
mudah transaksi menu bayar listrik kakak mudah an tingkat hepi banget pakai blu bca,positive,positive
enak banget pakai blu transaksi aman lancar yah naikin bunga deposito simpan hahaha moga maju bluu,positive,positive
senang aplikasi mudah erti simple promo,positive,positive
terima kasih mudah,positive,positive
tawar pinjam lolos,negative,neutral
terimakasih bluuang nyangkut pakai transfer wajah nali pdhl operasi plastik terimakasih layan muas,positive,positive
update ngebug narik uang putus,negative,negative
mudah gunakanbuka rekening persulitbisa mana punfitur lengkapterbaaaaik,positive,positive
mantap kadang error lumayan gratis transfer tarik bca,positive,positive
suka banget segi aman ketat buka apps biometrik cs blu bca ramah gratis biaya admin proses buat rekening super cepat thank much blu bca,positive,positive
rekening bank era keren wajah modern penting rahasia jaga aman,positive,neutral
verifikasi wajah gagal mulutititlahbisa bikin aplikasiudh gagal senyum kering dibuatnyapulsa layan pakai wa biat cepat responlo baca koment orang tuh pakai behel logingara monyong kali mulutnyaverifikasi muka benerindgn usaha keras tinggal kode otp masuk tadimana otppppppp sms masukpake pulsa udh potong bayarsms lambat masuk parah,negative,negative
aplikasi berat moga kembang moga depan kartu debit far good,positive,positive
bagus kembang mes bayar blu,negative,negative
dibandingin line bank bagus line tarik tunai kartu atm bca mikirin kesitu,neutral,neutral
mudah atur uang sesuai postnya fitur free transfer,positive,positive
blu bca mudah transaksi moga depan fitur blu bca lengkap,positive,positive
mudah transaksi pakai aplikasi takut hp hilang ajawkwkwke,negative,negative
keren cepat pokok mantap,positive,positive
app jelek password tetep bilang salah reset password hasil pas buka tetep bilang salahparah banget,negative,negative
derita miop jauh hp kacamata unt pindai wajah perlu ganti password sulit tlg opsi pandu suara mampu pindai wajah dg kacamata unt org terima kasiih,neutral,neutral
pakai bagus banget apknyaa mudah transaksi online sayang banget busa virtual account,positive,positive
duhh parah bnget apk transaksi tarik tunai saldo hilang kurang kmna nominalny cm hari pandemi skrng efek sulit mhon admin bantuany ngubungi cs blu gmail tnggapan,neutral,neutral
jelassusah banget masuk ribet tingkat dewa,negative,negative
proses verifikasi suruh tunggu x jam verifikasi lihat produk belah ok,positive,positive
mantap aplikasi ringan cepat tampil cantik hmmm suka blu,neutral,neutral
yah transfer ain rewards gratis transfer saldo ngendap bank konvensional apa bank digital,negative,negative
kali beli pulsa masukk gin rugi orang saldo kurang pulsa masuk,negative,negative
blu masuk login nomor hp loadingnya,negative,negative
proses lancar mudah bangetjadi repot tinggal klik langsung beres,positive,positive
ribet screen lock pakai wajah sidik jari pola masuk apl,negative,negative
top e money gagal transfer gagal terang perlu desak layan,negative,negative
kecewa layan tunggu menit antri vc vs dar sapa putus,negative,negative
nyaman blu,positive,positive
alam digital,positive,positive
tuh rekam wajahberat aplikasinyakayanya hapus jugaga make,negative,negative
daftar mudah tampil simpel fiturnya,positive,positive
ganggu update hilang login sidik jari ribet kalah octo,negative,negative
masuk app aktif screen lock atur hp bikin bingung,negative,negative
pakai suruh aktif screen lockuda aktif muncul perintah aktif screen lock,negative,negative
pas vertifikasi susah suruh video call foto selfi ktp tolong baik terimakasih,positive,positive
login sekali lupa password aplikasi buka,negative,negative
cepat praktis,positive,positive
habis update kali login error ngulang verifikasi ujung akun blokir,negative,negative
asyik bca konvensional blu nga bayar free blu bca bayar rumpun bayar aaah maaf ta hapus aplikasi rekening blunya,negative,negative
transaksi error message butuh trf,negative,negative
twrus tambahin fiturnya virtual account tambahin biaya bayar tagih indihome terimakasihhh,negative,negative
aplikasi tarik kaum milenial mudah bunga depo tarik,positive,positive
bikin bank digital kode otpnya masuk sms ulang intall x aduh tanggung bank blu nyaentaaah,negative,negative
bingung daftar suruh aktif screnlock susah banget apk beda bank digital ribet,negative,negative
verifikasi email email masuk lambat banget masuk email codenya code salah email tulis laku menit,negative,negative
aplikasi maintenance sesuai jam gitu undur jam duit situ gabisa kocak aplikasi blu bca,negative,negative
aplikasi oke sayang kartu debit biar langgan platform streaming,negative,negative
bantu tambah bayar tagih kartu kredit bca,negative,negative
kadang suka error mohon baik lbh tingkat terima kasih,positive,positive
assalamualaikummantap dn sukses slalu blu bca digitaltruslah bantu umat bnar mbutukn bantua mlalui pinjamanamanah dn kembang trus jyalh selalumantapok trimakasi,positive,positive
pakai sekian tetep lelet aplikasi ubah,negative,negative
bilang susah daftar kayak kali doang deh menit approve daftar jam malam sekian daftar lupa pakai kode medihaolg topup ribu,negative,negative
develover gmna niii kenal wajah bisabisaemangnya si kenal wajah doangsaya total kenal wajah jam bisa,positive,positive
aplikasi otomatis tutup hubung cs verifikasi data nasabah buka rekening,negative,negative
blu bca,neutral,neutral
ram berat skali smoga baik,positive,positive
rank akunny kg nambah deh total saldo perbulanny cukup kadang gabisa bayar qr apk buka,negative,negative
mudah aktifitas perban kartu ribet anti ruwet asyik tarik tunai atm bca wawwww istimewa tunggu update layan,negative,positive
overall bagus bug bug kecil moga,negative,negative
apk tololmau daftar dipersulitjaringan normal bagus pas video call suka kereset nomor antrianya,positive,negative
sekali nyobain blu depositudah transfer ehhhh uang nyangkut alas ganggu moa ganggu,negative,negative
vc langsung ribet banget rekening bank digital unggul sgala hapus akun layan kyak gin,negative,negative
mudah praktis pemakaiansemua proses transaksi pakai lancar,positive,positive
terimakasih kasih blu selesai tanggung good kasih bintang yak cs ramah,positive,positive
bagus bantu malas ambil uang cas atm udh transfer kali tetep lancar tingkat kualitas,negative,negative
blu biasaaaaaaa dehh love banget sm blu smuanya dipermudahkann ribet,negative,negative
beu nyambung vc pegang ktp dagu koneksi putus wifi kantor ngebut banget titip data tolong salah mbamas hatur nuhun,negative,negative
transaki grab gagal saldo blu motong x saldo oktober refund komplain suruh tunggu amattt,negative,negative
aneh video call tolak buka rekening nabung anak cucu transfer inti nabung pinjam uang tolak sebut alas aju pinjam evaluasi masuk akal buka rekening tabung nabung investasi tolak mutu,negative,negative
berat banget jaring stabil ngangkat aplikasi,positive,negative
aplikasi sulit banget aktivasinya video call sulit masuk,negative,negative
caseback promo via chat email lempar lempar aplikasi lemoottt paraah,positive,positive
blukeuangan bantu mudahtransfer mana gampang terima kasih blu,positive,positive
serba mudah aman banget,positive,positive
aplikasi buruk bangetmasak buka rekening vc plus nunggnya bangetngabisin kuota ajagk rekomen,negative,negative
mantab gampang banget daftar masuk kode referral alarauvwu gampang,negative,negative
proses vc nyambung nungguin antri pas antri tiba putus sinyal bagus bintang kecewa,negative,negative
blu emang mantaaaaaap sukses app blu lupa kasih reward yah,positive,positive
buka rekening gagal data lengkap sesuai salah nasabah bca,negative,negative
terimakasih blu bca lancar guna dukung era digital,positive,positive
daftar verifikasi wajah berkalikali coba hasil payah,positive,positive
kesini blu berat appnya tolong upgrade server bca grup kaya gin level blu elite lohhh,positive,positive
simple keren bantu mudah transaksi blu keren,positive,positive
speed respon initial openingnya slow fungsi dukung program digitalisasi bca,positive,positive
aplikasi praktis bangett mudah transaksi manfaat banget,positive,positive
banget transaksi gagal uang tetep potong bbrp kembali jujur bahaya banget im done using app,negative,negative
blu bagus virtual account moga depan lengkap fleksibel,negative,negative
bantu regitrasi foto ektp ko error langsung aplikasi ulang,negative,negative
moga cepat accord,positive,positive
salah aplikasi pikir kartu atm buka rekening ewalet,negative,negative
aplikasi bagus mudah top daftar ojk mantap,positive,positive
overall nice banget promo uang biaya admin gapernah ngelag belah keep blu,neutral,neutral
bantu transaksi mantab,positive,positive
halo admin tolong bantu verifikasi nomor hp otp kirim nomor valid otp buka,positive,positive
blu digital emang keren layan oke faster klu tlg transaksi mercant sperti pln tokpedbukalapakshopee transfer via ovolink donk biar keren,positive,positive
login biometric muncul ribet ketik password malas pakai,negative,negative
layan bagus tolong ditambahin layan blu virtual accountnya terima kasih,positive,positive
ok trouble transfer notofikasi masuk sinyal bagus terimakasih,positive,positive
maafsaya unistal aplikasi beratcs mmg ramah aplikasi berat hapus data terimakasih,negative,negative
lebih qris bunga th gratis transfer mana,positive,positive
puas bug baik moga konsisten depan kartu fisik,positive,positive
opsi transfer bank gratisin kak biar nyaman setia blu,negative,positive
verifikaai email kunjung masuk gmail habis menit kirim verifikasi,negative,negative
uiux modern banding bca mobile blu layan bca mobile,positive,positive
far bbrapa pakai bagus kmren pas mobile app ganggu saldo,negative,negative
aplkasi blu simplemudah akses proses buka rekening cepat banget,positive,positive
aplikasi error melulu susah banget transaksi kaya,negative,negative
buka guna lumayan muas aju hapus bunga moga depan,neutral,neutral
apk blu lelet banding apk banking,neutral,neutral
neng deh pakai aplikasi gin aplikasi bantu repot bawa kartu fisik tari,negative,negative
menu beli bayar lengkap fasilitas kartu debit kartu kredit,negative,negative
aplikasi bagus proses registrasi mudah cepat praktis mantapp,positive,positive
aplikasi stabil koneksi putus trasfer andal buru,negative,negative
masuk aplikasi susah koneksi internet masalah koneksi internet lancar,negative,negative
msih ska error transfer krim uang msuk rekening saldo kurang tingkatin biar ulang,negative,negative
suka banget deh blu lengkap poll ribet transfer suka blusaving,neutral,neutral
otp via sms kunjung via wa,neutral,neutral
butuh promosi gencar blu bca digital guna bank bca erti transfer bca digital pdhl saudara,negative,negative
bintang tinggal vc tunggu jam masuk antre eeeh pas anterin deh dikit nomer antrai jalan jalan pusing kepala berbie,negative,negative
pakai lancar pemberitahuan promo lain cepat atas bca lumayan muas,negative,negative
aplikasi jelek jelek banget versi bca aplikasi tipu pas gaji uang hilang,negative,negative
fitur paymen bagus isi token listrik mohon tingkat,negative,negative
bagus beda mbca bel lengkap jenis bayar,negative,negative
blu login susah klik unlock wajah lari lain kaya blu bca kecewa,negative,negative
transfer tarik tunai aplikasi dibenerin donk payah,positive,positive
blu bca event ngundang guna orang minat hadiah moga cepat tanggap,positive,positive
topcuma baik proses log aplikasi biar,negative,negative
server blu minggu buruk mohon baik ganggu nyaman transaksi seharihari,positive,positive
mantap proses mudah kembang tambah fiturfiturnya,positive,positive
foto wajah langsung aplikasi langsung uninstall,positive,positive
lag pas masuk apknya lumayan klik,negative,negative
aplikasi lemoooooot saran tampil aplikasi rubah norak adain kartu debit cakep,negative,negative
kemarin optimalisasi sistem pakai app,negative,negative
transfer dr bca gratissaya uninstal,neutral,negative
langsung bintang terimakasih blu pasti sneeng banget pakai blu simple aman promo biaya admin bulan setia blu,positive,positive
